,ID Race,Race,ID Year,Year,Household Income by Race,Household Income by Race Moe,Geography,ID Geography,Slug Geography
290,9,Hispanic,2014,2014,42748,237.0,United States,01000US,united-states
291,0,Total,2014,2014,49321,543.0,Georgia,04000US13,georgia
292,1,White,2014,2014,56315,583.0,Georgia,04000US13,georgia
293,2,Black,2014,2014,36521,603.0,Georgia,04000US13,georgia
294,3,Native American,2014,2014,36429,7206.999999999999,Georgia,04000US13,georgia
295,4,Asian,2014,2014,67044,4222.0,Georgia,04000US13,georgia
296,5,Pacific Islander,2014,2014,61760,19622.0,Georgia,04000US13,georgia
297,6,Other,2014,2014,37174,3334.0,Georgia,04000US13,georgia
298,7,Two Or More,2014,2014,45775,4444.0,Georgia,04000US13,georgia
299,8,White Non-Hispanic,2014,2014,57555,763.0,Georgia,04000US13,georgia
300,9,Hispanic,2014,2014,39492,1985.0,Georgia,04000US13,georgia
301,0,Total,2014,2014,50542,1308.0,"DeKalb County, GA",05000US13089,dekalb-county-ga
302,0,Total,2014,2014,55807,1746.0,"Fulton County, GA",05000US13121,fulton-county-ga
303,1,White,2014,2014,75089,3092.0,"DeKalb County, GA",05000US13089,dekalb-county-ga
304,1,White,2014,2014,83225,4560.0,"Fulton County, GA",05000US13121,fulton-county-ga
305,2,Black,2014,2014,40882,1794.0,"DeKalb County, GA",05000US13089,dekalb-county-ga
306,2,Black,2014,2014,35483,2068.0,"Fulton County, GA",05000US13121,fulton-county-ga
307,3,Native American,2014,2014,41970,40619.0,"DeKalb County, GA",05000US13089,dekalb-county-ga
308,3,Native American,2014,2014,13646,9632.0,"Fulton County, GA",05000US13121,fulton-county-ga
309,4,Asian,2014,2014,61521,9423.0,"DeKalb County, GA",05000US13089,dekalb-county-ga
310,4,Asian,2014,2014,94738,10524.0,"Fulton County, GA",05000US13121,fulton-county-ga
311,6,Other,2014,2014,27669,5285.0,"DeKalb County, GA",05000US13089,dekalb-county-ga
312,6,Other,2014,2014,30529,10130.0,"Fulton County, GA",05000US13121,fulton-county-ga
313,7,Two Or More,2014,2014,40692,7234.000000000001,"DeKalb County, GA",05000US13089,dekalb-county-ga
314,7,Two Or More,2014,2014,59524,16587.0,"Fulton County, GA",05000US13121,fulton-county-ga
315,8,White Non-Hispanic,2014,2014,80745,3433.9999999999995,"DeKalb County, GA",05000US13089,dekalb-county-ga
316,8,White Non-Hispanic,2014,2014,87514,4088.0000000000005,"Fulton County, GA",05000US13121,fulton-county-ga
317,9,Hispanic,2014,2014,35651,5741.0,"DeKalb County, GA",05000US13089,dekalb-county-ga
318,9,Hispanic,2014,2014,41918,8474.0,"Fulton County, GA",05000US13121,fulton-county-ga
319,0,Total,2014,2014,46777,1621.0,"Atlanta, GA",16000US1304000,atlanta-ga
320,1,White,2014,2014,78755,6170.0,"Atlanta, GA",16000US1304000,atlanta-ga
321,2,Black,2014,2014,26800,1954.0,"Atlanta, GA",16000US1304000,atlanta-ga
322,4,Asian,2014,2014,70712,7707.999999999999,"Atlanta, GA",16000US1304000,atlanta-ga
323,6,Other,2014,2014,23667,6067.0,"Atlanta, GA",16000US1304000,atlanta-ga
324,7,Two Or More,2014,2014,46178,26349.0,"Atlanta, GA",16000US1304000,atlanta-ga
325,8,White Non-Hispanic,2014,2014,81344,6246.0,"Atlanta, GA",16000US1304000,atlanta-ga
326,9,Hispanic,2014,2014,31245,11438.0,"Atlanta, GA",16000US1304000,atlanta-ga
327,0,Total,2014,2014,56166,741.0,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
328,1,White,2014,2014,66582,950.9999999999999,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
329,2,Black,2014,2014,42974,993.0000000000001,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
330,3,Native American,2014,2014,42235,28398.000000000004,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
331,4,Asian,2014,2014,70988,3741.0,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
332,5,Pacific Islander,2014,2014,62312,51705.0,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
333,6,Other,2014,2014,36891,6282.0,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
334,7,Two Or More,2014,2014,52410,4386.0,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
335,8,White Non-Hispanic,2014,2014,69485,1353.0,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
336,9,Hispanic,2014,2014,40033,2375.0,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
337,0,Total,2013,2013,52250,65.0,United States,01000US,united-states
338,1,White,2013,2013,55867,106.0,United States,01000US,united-states
339,2,Black,2013,2013,34815,202.0,United States,01000US,united-states
340,3,Native American,2013,2013,36641,653.0,United States,01000US,united-states
341,4,Asian,2013,2013,72472,609.0,United States,01000US,united-states
342,5,Pacific Islander,2013,2013,50591,1921.0,United States,01000US,united-states
343,6,Other,2013,2013,39346,487.00000000000006,United States,01000US,united-states
344,7,Two Or More,2013,2013,46709,487.00000000000006,United States,01000US,united-states
345,8,White Non-Hispanic,2013,2013,57684,143.0,United States,01000US,united-states
346,9,Hispanic,2013,2013,41508,182.0,United States,01000US,united-states
347,0,Total,2013,2013,47829,628.0,Georgia,04000US13,georgia
348,1,White,2013,2013,54717,697.0,Georgia,04000US13,georgia
349,2,Black,2013,2013,35288,639.0,Georgia,04000US13,georgia
350,3,Native American,2013,2013,44849,6242.0,Georgia,04000US13,georgia
351,4,Asian,2013,2013,63314,5067.0,Georgia,04000US13,georgia
352,5,Pacific Islander,2013,2013,32638,6165.0,Georgia,04000US13,georgia
353,6,Other,2013,2013,34643,2170.0,Georgia,04000US13,georgia
354,7,Two Or More,2013,2013,49548,4815.0,Georgia,04000US13,georgia
355,8,White Non-Hispanic,2013,2013,56264,632.0,Georgia,04000US13,georgia
356,9,Hispanic,2013,2013,36921,1163.0,Georgia,04000US13,georgia
357,0,Total,2013,2013,49796,2166.0,"DeKalb County, GA",05000US13089,dekalb-county-ga
358,0,Total,2013,2013,55914,1843.0,"Fulton County, GA",05000US13121,fulton-county-ga
359,1,White,2013,2013,67779,4636.0,"DeKalb County, GA",05000US13089,dekalb-county-ga
360,1,White,2013,2013,81518,2980.0,"Fulton County, GA",05000US13121,fulton-county-ga
361,2,Black,2013,2013,39963,2039.0000000000002,"DeKalb County, GA",05000US13089,dekalb-county-ga
362,2,Black,2013,2013,35607,1568.0,"Fulton County, GA",05000US13121,fulton-county-ga
363,4,Asian,2013,2013,46722,14367.0,"DeKalb County, GA",05000US13089,dekalb-county-ga
364,4,Asian,2013,2013,90879,4962.0,"Fulton County, GA",05000US13121,fulton-county-ga
365,5,Pacific Islander,2013,2013,81544,40112.0,"Fulton County, GA",05000US13121,fulton-county-ga
366,6,Other,2013,2013,47840,19324.0,"DeKalb County, GA",05000US13089,dekalb-county-ga
367,6,Other,2013,2013,41411,15469.0,"Fulton County, GA",05000US13121,fulton-county-ga
368,7,Two Or More,2013,2013,47330,30028.0,"DeKalb County, GA",05000US13089,dekalb-county-ga
369,7,Two Or More,2013,2013,46170,7373.999999999999,"Fulton County, GA",05000US13121,fulton-county-ga
370,8,White Non-Hispanic,2013,2013,75622,2518.0,"DeKalb County, GA",05000US13089,dekalb-county-ga
371,8,White Non-Hispanic,2013,2013,85833,3706.0,"Fulton County, GA",05000US13121,fulton-county-ga
372,9,Hispanic,2013,2013,36551,3669.0,"DeKalb County, GA",05000US13089,dekalb-county-ga
373,9,Hispanic,2013,2013,36597,3080.0,"Fulton County, GA",05000US13121,fulton-county-ga
374,0,Total,2013,2013,46485,2654.0,"Atlanta, GA",16000US1304000,atlanta-ga
375,1,White,2013,2013,80993,4169.0,"Atlanta, GA",16000US1304000,atlanta-ga
376,2,Black,2013,2013,25384,2217.0,"Atlanta, GA",16000US1304000,atlanta-ga
377,4,Asian,2013,2013,67336,14627.999999999998,"Atlanta, GA",16000US1304000,atlanta-ga
378,6,Other,2013,2013,58657,18710.0,"Atlanta, GA",16000US1304000,atlanta-ga
379,7,Two Or More,2013,2013,43333,9793.0,"Atlanta, GA",16000US1304000,atlanta-ga
380,8,White Non-Hispanic,2013,2013,82535,4940.0,"Atlanta, GA",16000US1304000,atlanta-ga
381,9,Hispanic,2013,2013,48236,13735.000000000002,"Atlanta, GA",16000US1304000,atlanta-ga
382,0,Total,2013,2013,55733,675.0,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
383,1,White,2013,2013,65397,1116.0,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
384,2,Black,2013,2013,41803,843.0,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
385,3,Native American,2013,2013,47736,9847.0,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
386,4,Asian,2013,2013,67611,4715.0,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
387,5,Pacific Islander,2013,2013,32626,16360.0,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
388,6,Other,2013,2013,35304,2761.0,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
389,7,Two Or More,2013,2013,52326,6999.999999999999,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
390,8,White Non-Hispanic,2013,2013,68595,1543.0,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
391,9,Hispanic,2013,2013,38919,1510.0,"Atlanta-Sandy Springs-Roswell, GA",31000US12060,atlanta-sandy-springs-roswell-ga
