SalesKey	Region	Month	Median price	Year	MonthNo
15512	Knight Park-Howell Station	November	297000	2017	11
15513	Lakewood	November	54000	2017	11
15514	Lakewood Heights	November	86000	2017	11
15515	Laurens Valley	November	232000	2017	11
15516	Leila Valley	November	63000	2017	11
15517	Lenox	November	284000	2017	11
15518	Lincoln	November	145000	2017	11
15519	Lindbergh-Morosgo	November	387000	2017	11
15520	Little Five Points	November	110000	2017	11
15521	Loring Heights	November	550000	2017	11
15522	Luckie Marietta	November	1005000	2017	11
15523	Magnum Manor	November	215000	2017	11
15524	Margaret Mitchell	November	853000	2017	11
15525	Marietta Street Artery	November	null	2017	11
15526	Martin Luther King Jr. Landmark District	November	306000	2017	11
15527	Martin Manor	November	444000	2017	11
15528	Mays	November	122000	2017	11
15529	Mechanicsville	November	130000	2017	11
15530	Memorial Park	November	890000	2017	11
15531	Midtown	November	280000	2017	11
15532	Midwest Cascade	November	302000	2017	11
15533	Monroe Heights	November	66000	2017	11
15534	Morningside-Lenox Park	November	620000	2017	11
15535	Mount Paran	November	1445000	2017	11
15536	Mount Paran Parkway	November	931000	2017	11
15537	Mozley Park	November	74000	2017	11
15538	Niskey Lake	November	null	2017	11
15539	North Buckhead	November	410000	2017	11
15540	Northeast Atlanta	November	305000	2017	11
15541	Northwest Atlanta	November	180000	2017	11
15542	Norwood Manor	November	64000	2017	11
15543	Oakland	November	null	2017	11
15544	Oakland City	November	105000	2017	11
15545	Old Fourth Ward	November	275000	2017	11
15546	Old Gordon	November	38000	2017	11
15547	Orchard Knob	November	55000	2017	11
15548	Ormewood Park	November	330000	2017	11
15549	Paces	November	245000	2017	11
15550	Peachtree Battle	November	235000	2017	11
15551	Peachtree Center	November	185000	2017	11
15552	Peachtree Heights East	November	574000	2017	11
15553	Peachtree Heights West	November	235000	2017	11
15554	Peachtree Hills	November	151000	2017	11
15555	Peachtree Park	November	690000	2017	11
15556	Penelope	November	null	2017	11
15557	Peoplestown	November	265000	2017	11
15558	Perkerson	November	53000	2017	11
15559	Peyton Forest	November	325000	2017	11
15560	Piedmont Heights	November	494000	2017	11
15561	Pine Hills	November	229000	2017	11
15562	Pittsburgh	November	60000	2017	11
15563	Pleasant Hill	November	1980000	2017	11
15564	Polar Rock	November	58000	2017	11
15565	Pomona Park	November	null	2017	11
15566	Poncey-Highland	November	274000	2017	11
15567	Princeton Lakes	November	218000	2017	11
15568	Randall Mill	November	765000	2017	11
15569	Rebel Valley Forest	November	31000	2017	11
15570	Reynoldstown	November	529000	2017	11
15571	Ridgecrest Forest	November	44000	2017	11
15572	Ridgedale Park	November	715000	2017	11
15573	Ridgewood Heights	November	507000	2017	11
15574	Riverside	November	282000	2017	11
15575	Rockdale	November	402000	2017	11
15576	Rosedale Heights	November	49000	2017	11
15577	Sandtown	November	332000	2017	11
15578	Scotts Crossing	November	57000	2017	11
15579	Sherwood Forest	November	1010000	2017	11
15580	SoNo	November	187000	2017	11
15581	South Atlanta	November	95000	2017	11
15582	South Downtown	November	318000	2017	11
15583	South River Gardens	November	80000	2017	11
15584	South Tuxedo Park	November	644000	2017	11
15585	Southside	November	85000	2017	11
15586	Southwest Atlanta	November	149000	2017	11
15587	Springlake	November	780000	2017	11
15588	Summerhill	November	229000	2017	11
15589	Swallow Circle-Baywood	November	58000	2017	11
15590	Sweet Auburn	November	227000	2017	11
15591	Sylvan Hills	November	167000	2017	11
15592	Thomasville Heights	November	55000	2017	11
15593	Tuxedo Park	November	2075000	2017	11
15594	Underwood Hills	November	233000	2017	11
15595	Venetian Hills	November	85000	2017	11
15596	Vine City	November	87000	2017	11
15597	Virginia Highland	November	322000	2017	11
15598	Washington Park	November	70000	2017	11
15599	Wesley Battle	November	1645000	2017	11
15600	West End	November	248000	2017	11
15601	West Highlands	November	306000	2017	11
15602	West Lake	November	46000	2017	11
15603	West Manor	November	143000	2017	11
15604	West Paces Ferry	November	707000	2017	11
15605	Westhaven	November	45000	2017	11
15606	Westminster-Milmar	November	480000	2017	11
15607	Westover Plantation	November	294000	2017	11
15608	Westside	November	57000	2017	11
15609	Westview	November	270000	2017	11
15610	Westview Cemetery	November	null	2017	11
15611	Westwood Terrace	November	200000	2017	11
15612	Whitewater Creek	November	null	2017	11
15613	Whittier Mill Village	November	344000	2017	11
15614	Wildwood	November	614000	2017	11
15615	Wilson Mill Meadows	November	61000	2017	11
15616	Wisteria Gardens	November	82000	2017	11
15617	Woodfield	November	null	2017	11
15618	Woodland Hills	November	255000	2017	11
15619	Wyngate	November	1800000	2017	11
15620	Adair Park	December	290000	2017	12
15621	Adams Park	December	190000	2017	12
15622	Adamsville	December	57000	2017	12
15623	Almond Park	December	107000	2017	12
15624	Ansley Park	December	828000	2017	12
15625	Arden-Habersham	December	3075000	2017	12
15626	Ardmore	December	260000	2017	12
15627	Argonne Forest	December	2410000	2017	12
15628	Arlington Estates	December	101000	2017	12
15629	Ashview Heights	December	110000	2017	12
15630	Atkins Park	December	726000	2017	12
15631	Atlanta University Center	December	71000	2017	12
15632	Atlantic Station	December	275000	2017	12
15633	Audobon Forest	December	282000	2017	12
15634	Audobon Forest West	December	293000	2017	12
15635	Baker Hills	December	92000	2017	12
15636	Bakers Ferry	December	null	2017	12
15637	Bankhead	December	50000	2017	12
15638	Bankhead-Bolton	December	null	2017	12
15639	Beecher Hills	December	256000	2017	12
15640	Ben Hill	December	92000	2017	12
15641	Ben Hill Forest	December	null	2017	12
15642	Ben Hill Terrace	December	70000	2017	12
15643	Benteen Park	December	315000	2017	12
15644	Berkeley Park	December	295000	2017	12
15645	Betmar Lavilla	December	202000	2017	12
15646	Blair Villa-Poole Creek	December	49000	2017	12
15647	Blandtown	December	499000	2017	12
15648	Bolton	December	270000	2017	12
15649	Bolton Hills	December	null	2017	12
15650	Boulder Park	December	null	2017	12
15651	Boulevard Heights	December	212000	2017	12
15652	Brandon	December	1300000	2017	12
15653	Brentwood	December	null	2017	12
15654	Brookview Heights	December	null	2017	12
15655	Brookwood	December	272000	2017	12
15656	Brookwood Hills	December	644000	2017	12
15657	Brookwood Hills Conservation District	December	644000	2017	12
15658	Browns Mill Park	December	75000	2017	12
15659	Buckhead	December	428000	2017	12
15660	Buckhead Forest	December	530000	2017	12
15661	Buckhead Heights	December	215000	2017	12
15662	Bush Mountain	December	90000	2017	12
15663	Cabbagetown	December	376000	2017	12
15664	Campbellton Road	December	36000	2017	12
15665	Candler Park	December	300000	2017	12
15666	Capitol View	December	165000	2017	12
15667	Capitol View Manor	December	200000	2017	12
15668	Carey Park	December	100000	2017	12
15669	Carroll Heights	December	46000	2017	12
15670	Carver Hills	December	95000	2017	12
15671	Cascade Avenue	December	124000	2017	12
15672	Cascade Heights	December	260000	2017	12
15673	Castleberry Hill	December	217000	2017	12
15674	Castleberry Hill Landmark District	December	230000	2017	12
15675	Castlewood	December	null	2017	12
15676	Centennial Hill	December	214000	2017	12
15677	Center Hill	December	54000	2017	12
15678	Channing Valley	December	564000	2017	12
15679	Chastain Park	December	905000	2017	12
15680	Chosewood Park	December	267000	2017	12
15681	Collier Heights	December	95000	2017	12
15682	Collier Hills	December	613000	2017	12
15683	Collier Hills North	December	583000	2017	12
15684	Colonial	December	322000	2017	12
15685	Constitution	December	null	2017	12
15686	Cross Creek	December	167000	2017	12
15687	Custer-Mcdonough-Guice	December	183000	2017	12
15688	Deerwood	December	145000	2017	12
15689	Dixie Hills	December	55000	2017	12
15690	Downtown Atlanta	December	210000	2017	12
15691	East Atlanta	December	336000	2017	12
15692	East Atlanta Village	December	null	2017	12
15693	East Chastain Park	December	303000	2017	12
15694	Edgewood	December	355000	2017	12
15695	Elmco Estates	December	110000	2017	12
15696	English Avenue	December	55000	2017	12
15697	English Park	December	null	2017	12
15698	Fairburn	December	35000	2017	12
15699	Fairburn Heights	December	62000	2017	12
15700	Fairburn Mays	December	101000	2017	12
15701	Fairburn Road-Wisteria Lane	December	null	2017	12
15702	Fairburn Tell	December	null	2017	12
15703	Fairlie-Poplar	December	143000	2017	12
15704	Fairway Acres	December	108000	2017	12
15705	Fernleaf	December	null	2017	12
15706	Five Points District	December	96000	2017	12
15707	Florida Heights	December	101000	2017	12
15708	Garden Hills	December	640000	2017	12
15709	Georgia State University	December	null	2017	12
15710	Glenrose Heights	December	53000	2017	12
15711	Glenwood Park	December	600000	2017	12
15712	Grant Park	December	426000	2017	12
15713	Green Forest Acres	December	null	2017	12
15714	Greenbriar	December	97000	2017	12
15715	Grove Park	December	48000	2017	12
15716	Hammond Park	December	50000	2017	12
15717	Hanover West	December	null	2017	12
15718	Harland Terrace	December	10000	2017	12
15719	Harris Chiles	December	null	2017	12
15720	Harris Manor	December	null	2017	12
15721	Heritage Valley	December	100000	2017	12
15722	High Point	December	228000	2017	12
15723	Hills Park	December	420000	2017	12
15724	Historic Brookhaven	December	740000	2017	12
15725	Home Park	December	329000	2017	12
15726	Hunter Hills	December	68000	2017	12
15727	Inman Park	December	555000	2017	12
15728	Intown South	December	135000	2017	12
15729	Joyland	December	36000	2017	12
15730	Kings Forest	December	135000	2017	12
15731	Kingswood	December	1860000	2017	12
15732	Knight Park-Howell Station	December	390000	2017	12
15733	Lakewood	December	57000	2017	12
15734	Lakewood Heights	December	80000	2017	12
15735	Laurens Valley	December	232000	2017	12
15736	Leila Valley	December	67000	2017	12
15737	Lenox	December	215000	2017	12
15738	Lincoln	December	145000	2017	12
15739	Lindbergh-Morosgo	December	445000	2017	12
15740	Little Five Points	December	110000	2017	12
15741	Loring Heights	December	604000	2017	12
15742	Luckie Marietta	December	340000	2017	12
15743	Magnum Manor	December	215000	2017	12
15744	Margaret Mitchell	December	874000	2017	12
15745	Marietta Street Artery	December	null	2017	12
15746	Martin Luther King Jr. Landmark District	December	391000	2017	12
15747	Martin Manor	December	408000	2017	12
15748	Mays	December	114000	2017	12
15749	Mechanicsville	December	137000	2017	12
15750	Memorial Park	December	850000	2017	12
15751	Midtown	December	281000	2017	12
15752	Midwest Cascade	December	270000	2017	12
15753	Monroe Heights	December	66000	2017	12
15754	Morningside-Lenox Park	December	684000	2017	12
15755	Mount Paran	December	905000	2017	12
15756	Mount Paran Parkway	December	970000	2017	12
15757	Mozley Park	December	100000	2017	12
15758	Niskey Lake	December	null	2017	12
15759	North Buckhead	December	418000	2017	12
15760	Northeast Atlanta	December	331000	2017	12
15761	Northwest Atlanta	December	185000	2017	12
15762	Norwood Manor	December	47000	2017	12
15763	Oakland	December	null	2017	12
15764	Oakland City	December	85000	2017	12
15765	Old Fourth Ward	December	314000	2017	12
15766	Old Gordon	December	null	2017	12
15767	Orchard Knob	December	41000	2017	12
15768	Ormewood Park	December	325000	2017	12
15769	Paces	December	370000	2017	12
15770	Peachtree Battle	December	242000	2017	12
15771	Peachtree Center	December	415000	2017	12
15772	Peachtree Heights East	December	574000	2017	12
15773	Peachtree Heights West	December	335000	2017	12
15774	Peachtree Hills	December	200000	2017	12
15775	Peachtree Park	December	631000	2017	12
15776	Penelope	December	null	2017	12
15777	Peoplestown	December	265000	2017	12
15778	Perkerson	December	53000	2017	12
15779	Peyton Forest	December	325000	2017	12
15780	Piedmont Heights	December	610000	2017	12
15781	Pine Hills	December	241000	2017	12
15782	Pittsburgh	December	60000	2017	12
15783	Pleasant Hill	December	760000	2017	12
15784	Polar Rock	December	58000	2017	12
15785	Pomona Park	December	158000	2017	12
15786	Poncey-Highland	December	274000	2017	12
15787	Princeton Lakes	December	212000	2017	12
15788	Randall Mill	December	775000	2017	12
15789	Rebel Valley Forest	December	35000	2017	12
15790	Reynoldstown	December	540000	2017	12
15791	Ridgecrest Forest	December	44000	2017	12
15792	Ridgedale Park	December	368000	2017	12
15793	Ridgewood Heights	December	517000	2017	12
15794	Riverside	December	280000	2017	12
15795	Rockdale	December	329000	2017	12
15796	Rosedale Heights	December	null	2017	12
15797	Sandtown	December	342000	2017	12
15798	Scotts Crossing	December	null	2017	12
15799	Sherwood Forest	December	950000	2017	12
15800	SoNo	December	180000	2017	12
15801	South Atlanta	December	85000	2017	12
15802	South Downtown	December	239000	2017	12
15803	South River Gardens	December	102000	2017	12
15804	South Tuxedo Park	December	619000	2017	12
15805	Southside	December	85000	2017	12
15806	Southwest Atlanta	December	148000	2017	12
15807	Springlake	December	775000	2017	12
15808	Summerhill	December	213000	2017	12
15809	Swallow Circle-Baywood	December	63000	2017	12
15810	Sweet Auburn	December	227000	2017	12
15811	Sylvan Hills	December	140000	2017	12
15812	Thomasville Heights	December	50000	2017	12
15813	Tuxedo Park	December	2150000	2017	12
15814	Underwood Hills	December	233000	2017	12
15815	Venetian Hills	December	94000	2017	12
15816	Vine City	December	83000	2017	12
15817	Virginia Highland	December	505000	2017	12
15818	Washington Park	December	82000	2017	12
15819	Wesley Battle	December	null	2017	12
15820	West End	December	263000	2017	12
15821	West Highlands	December	253000	2017	12
15822	West Lake	December	45000	2017	12
15823	West Manor	December	143000	2017	12
15824	West Paces Ferry	December	825000	2017	12
15825	Westhaven	December	34000	2017	12
15826	Westminster-Milmar	December	555000	2017	12
15827	Westover Plantation	December	245000	2017	12
15828	Westside	December	80000	2017	12
15829	Westview	December	270000	2017	12
15830	Westview Cemetery	December	null	2017	12
15831	Westwood Terrace	December	177000	2017	12
15832	Whitewater Creek	December	null	2017	12
15833	Whittier Mill Village	December	344000	2017	12
15834	Wildwood	December	495000	2017	12
15835	Wilson Mill Meadows	December	71000	2017	12
15836	Wisteria Gardens	December	76000	2017	12
15837	Woodfield	December	null	2017	12
15838	Woodland Hills	December	318000	2017	12
15839	Wyngate	December	1725000	2017	12
15840	Adair Park	January	310000	2018	1
15841	Adams Park	January	166000	2018	1
15842	Adamsville	January	109000	2018	1
15843	Almond Park	January	50000	2018	1
15844	Ansley Park	January	1097000	2018	1
15845	Arden-Habersham	January	3075000	2018	1
15846	Ardmore	January	260000	2018	1
15847	Argonne Forest	January	3500000	2018	1
15848	Arlington Estates	January	101000	2018	1
15849	Ashview Heights	January	104000	2018	1
15850	Atkins Park	January	491000	2018	1
15851	Atlanta University Center	January	100000	2018	1
15852	Atlantic Station	January	319000	2018	1
15853	Audobon Forest	January	282000	2018	1
15854	Audobon Forest West	January	131000	2018	1
15855	Baker Hills	January	92000	2018	1
15856	Bakers Ferry	January	null	2018	1
15857	Bankhead	January	50000	2018	1
15858	Bankhead-Bolton	January	null	2018	1
15859	Beecher Hills	January	171000	2018	1
15860	Ben Hill	January	98000	2018	1
15861	Ben Hill Forest	January	163000	2018	1
15862	Ben Hill Terrace	January	90000	2018	1
15863	Benteen Park	January	254000	2018	1
15864	Berkeley Park	January	295000	2018	1
15865	Betmar Lavilla	January	212000	2018	1
15866	Blair Villa-Poole Creek	January	49000	2018	1
15867	Blandtown	January	395000	2018	1
15868	Bolton	January	293000	2018	1
15869	Bolton Hills	January	null	2018	1
15870	Boulder Park	January	null	2018	1
15871	Boulevard Heights	January	193000	2018	1
15872	Brandon	January	800000	2018	1
15873	Brentwood	January	null	2018	1
15874	Brookview Heights	January	null	2018	1
15875	Brookwood	January	270000	2018	1
15876	Brookwood Hills	January	1360000	2018	1
15877	Brookwood Hills Conservation District	January	1360000	2018	1
15878	Browns Mill Park	January	163000	2018	1
15879	Buckhead	January	442000	2018	1
15880	Buckhead Forest	January	475000	2018	1
15881	Buckhead Heights	January	245000	2018	1
15882	Bush Mountain	January	136000	2018	1
15883	Cabbagetown	January	390000	2018	1
15884	Campbellton Road	January	36000	2018	1
15885	Candler Park	January	508000	2018	1
15886	Capitol View	January	228000	2018	1
15887	Capitol View Manor	January	208000	2018	1
15888	Carey Park	January	83000	2018	1
15889	Carroll Heights	January	39000	2018	1
15890	Carver Hills	January	102000	2018	1
15891	Cascade Avenue	January	180000	2018	1
15892	Cascade Heights	January	215000	2018	1
15893	Castleberry Hill	January	220000	2018	1
15894	Castleberry Hill Landmark District	January	241000	2018	1
15895	Castlewood	January	695000	2018	1
15896	Centennial Hill	January	220000	2018	1
15897	Center Hill	January	59000	2018	1
15898	Channing Valley	January	549000	2018	1
15899	Chastain Park	January	933000	2018	1
15900	Chosewood Park	January	196000	2018	1
15901	Collier Heights	January	94000	2018	1
15902	Collier Hills	January	540000	2018	1
15903	Collier Hills North	January	610000	2018	1
15904	Colonial	January	320000	2018	1
15905	Constitution	January	null	2018	1
15906	Cross Creek	January	167000	2018	1
15907	Custer-Mcdonough-Guice	January	169000	2018	1
15908	Deerwood	January	145000	2018	1
15909	Dixie Hills	January	52000	2018	1
15910	Downtown Atlanta	January	209000	2018	1
15911	East Atlanta	January	344000	2018	1
15912	East Atlanta Village	January	null	2018	1
15913	East Chastain Park	January	195000	2018	1
15914	Edgewood	January	361000	2018	1
15915	Elmco Estates	January	90000	2018	1
15916	English Avenue	January	38000	2018	1
15917	English Park	January	65000	2018	1
15918	Fairburn	January	55000	2018	1
15919	Fairburn Heights	January	66000	2018	1
15920	Fairburn Mays	January	null	2018	1
15921	Fairburn Road-Wisteria Lane	January	null	2018	1
15922	Fairburn Tell	January	null	2018	1
15923	Fairlie-Poplar	January	138000	2018	1
15924	Fairway Acres	January	97000	2018	1
15925	Fernleaf	January	null	2018	1
15926	Five Points District	January	96000	2018	1
15927	Florida Heights	January	72000	2018	1
15928	Garden Hills	January	550000	2018	1
15929	Georgia State University	January	null	2018	1
15930	Glenrose Heights	January	58000	2018	1
15931	Glenwood Park	January	600000	2018	1
15932	Grant Park	January	400000	2018	1
15933	Green Forest Acres	January	259000	2018	1
15934	Greenbriar	January	115000	2018	1
15935	Grove Park	January	52000	2018	1
15936	Hammond Park	January	50000	2018	1
15937	Hanover West	January	null	2018	1
15938	Harland Terrace	January	10000	2018	1
15939	Harris Chiles	January	null	2018	1
15940	Harris Manor	January	null	2018	1
15941	Heritage Valley	January	100000	2018	1
15942	High Point	January	235000	2018	1
15943	Hills Park	January	420000	2018	1
15944	Historic Brookhaven	January	730000	2018	1
15945	Home Park	January	290000	2018	1
15946	Hunter Hills	January	67000	2018	1
15947	Inman Park	January	508000	2018	1
15948	Intown South	January	148000	2018	1
15949	Joyland	January	57000	2018	1
15950	Kings Forest	January	98000	2018	1
15951	Kingswood	January	1320000	2018	1
15952	Knight Park-Howell Station	January	378000	2018	1
15953	Lakewood	January	57000	2018	1
15954	Lakewood Heights	January	61000	2018	1
15955	Laurens Valley	January	null	2018	1
15956	Leila Valley	January	67000	2018	1
15957	Lenox	January	245000	2018	1
15958	Lincoln	January	142000	2018	1
15959	Lindbergh-Morosgo	January	423000	2018	1
15960	Little Five Points	January	408000	2018	1
15961	Loring Heights	January	570000	2018	1
15962	Luckie Marietta	January	318000	2018	1
15963	Magnum Manor	January	null	2018	1
15964	Margaret Mitchell	January	615000	2018	1
15965	Marietta Street Artery	January	null	2018	1
15966	Martin Luther King Jr. Landmark District	January	351000	2018	1
15967	Martin Manor	January	339000	2018	1
15968	Mays	January	90000	2018	1
15969	Mechanicsville	January	153000	2018	1
15970	Memorial Park	January	588000	2018	1
15971	Midtown	January	293000	2018	1
15972	Midwest Cascade	January	215000	2018	1
15973	Monroe Heights	January	113000	2018	1
15974	Morningside-Lenox Park	January	679000	2018	1
15975	Mount Paran	January	830000	2018	1
15976	Mount Paran Parkway	January	null	2018	1
15977	Mozley Park	January	115000	2018	1
15978	Niskey Lake	January	null	2018	1
15979	North Buckhead	January	425000	2018	1
15980	Northeast Atlanta	January	336000	2018	1
15981	Northwest Atlanta	January	157000	2018	1
15982	Norwood Manor	January	69000	2018	1
15983	Oakland	January	null	2018	1
15984	Oakland City	January	82000	2018	1
15985	Old Fourth Ward	January	272000	2018	1
15986	Old Gordon	January	null	2018	1
15987	Orchard Knob	January	90000	2018	1
15988	Ormewood Park	January	331000	2018	1
15989	Paces	January	399000	2018	1
15990	Peachtree Battle	January	467000	2018	1
15991	Peachtree Center	January	415000	2018	1
15992	Peachtree Heights East	January	640000	2018	1
15993	Peachtree Heights West	January	344000	2018	1
15994	Peachtree Hills	January	300000	2018	1
15995	Peachtree Park	January	653000	2018	1
15996	Penelope	January	55000	2018	1
15997	Peoplestown	January	256000	2018	1
15998	Perkerson	January	44000	2018	1
15999	Peyton Forest	January	null	2018	1
16000	Piedmont Heights	January	608000	2018	1
16001	Pine Hills	January	259000	2018	1
16002	Pittsburgh	January	60000	2018	1
16003	Pleasant Hill	January	1292000	2018	1
16004	Polar Rock	January	35000	2018	1
16005	Pomona Park	January	158000	2018	1
16006	Poncey-Highland	January	274000	2018	1
16007	Princeton Lakes	January	212000	2018	1
16008	Randall Mill	January	647000	2018	1
16009	Rebel Valley Forest	January	35000	2018	1
16010	Reynoldstown	January	505000	2018	1
16011	Ridgecrest Forest	January	100000	2018	1
16012	Ridgedale Park	January	305000	2018	1
16013	Ridgewood Heights	January	529000	2018	1
16014	Riverside	January	273000	2018	1
16015	Rockdale	January	370000	2018	1
16016	Rosedale Heights	January	null	2018	1
16017	Sandtown	January	264000	2018	1
16018	Scotts Crossing	January	null	2018	1
16019	Sherwood Forest	January	950000	2018	1
16020	SoNo	January	166000	2018	1
16021	South Atlanta	January	75000	2018	1
16022	South Downtown	January	170000	2018	1
16023	South River Gardens	January	101000	2018	1
16024	South Tuxedo Park	January	625000	2018	1
16025	Southside	January	72000	2018	1
16026	Southwest Atlanta	January	142000	2018	1
16027	Springlake	January	665000	2018	1
16028	Summerhill	January	245000	2018	1
16029	Swallow Circle-Baywood	January	61000	2018	1
16030	Sweet Auburn	January	227000	2018	1
16031	Sylvan Hills	January	133000	2018	1
16032	Thomasville Heights	January	50000	2018	1
16033	Tuxedo Park	January	2150000	2018	1
16034	Underwood Hills	January	193000	2018	1
16035	Venetian Hills	January	132000	2018	1
16036	Vine City	January	77000	2018	1
16037	Virginia Highland	January	575000	2018	1
16038	Washington Park	January	90000	2018	1
16039	Wesley Battle	January	1440000	2018	1
16040	West End	January	280000	2018	1
16041	West Highlands	January	253000	2018	1
16042	West Lake	January	40000	2018	1
16043	West Manor	January	125000	2018	1
16044	West Paces Ferry	January	835000	2018	1
16045	Westhaven	January	23000	2018	1
16046	Westminster-Milmar	January	495000	2018	1
16047	Westover Plantation	January	240000	2018	1
16048	Westside	January	57000	2018	1
16049	Westview	January	265000	2018	1
16050	Westview Cemetery	January	null	2018	1
16051	Westwood Terrace	January	160000	2018	1
16052	Whitewater Creek	January	1195000	2018	1
16053	Whittier Mill Village	January	339000	2018	1
16054	Wildwood	January	366000	2018	1
16055	Wilson Mill Meadows	January	80000	2018	1
16056	Wisteria Gardens	January	76000	2018	1
16057	Woodfield	January	null	2018	1
16058	Woodland Hills	January	278000	2018	1
16059	Wyngate	January	1649000	2018	1
16060	Adair Park	February	295000	2018	2
16061	Adams Park	February	190000	2018	2
16062	Adamsville	February	56000	2018	2
16063	Almond Park	February	46000	2018	2
16064	Ansley Park	February	1089000	2018	2
16065	Arden-Habersham	February	null	2018	2
16066	Ardmore	February	208000	2018	2
16067	Argonne Forest	February	957000	2018	2
16068	Arlington Estates	February	99000	2018	2
16069	Ashview Heights	February	115000	2018	2
16070	Atkins Park	February	442000	2018	2
16071	Atlanta University Center	February	100000	2018	2
16072	Atlantic Station	February	318000	2018	2
16073	Audobon Forest	February	null	2018	2
16074	Audobon Forest West	February	131000	2018	2
16075	Baker Hills	February	63000	2018	2
16076	Bakers Ferry	February	214000	2018	2
16077	Bankhead	February	50000	2018	2
16078	Bankhead-Bolton	February	70000	2018	2
16079	Beecher Hills	February	88000	2018	2
16080	Ben Hill	February	140000	2018	2
16081	Ben Hill Forest	February	163000	2018	2
16082	Ben Hill Terrace	February	90000	2018	2
16083	Benteen Park	February	200000	2018	2
16084	Berkeley Park	February	320000	2018	2
16085	Betmar Lavilla	February	215000	2018	2
16086	Blair Villa-Poole Creek	February	49000	2018	2
16087	Blandtown	February	356000	2018	2
16088	Bolton	February	255000	2018	2
16089	Bolton Hills	February	null	2018	2
16090	Boulder Park	February	null	2018	2
16091	Boulevard Heights	February	230000	2018	2
16092	Brandon	February	740000	2018	2
16093	Brentwood	February	null	2018	2
16094	Brookview Heights	February	null	2018	2
16095	Brookwood	February	274000	2018	2
16096	Brookwood Hills	February	1460000	2018	2
16097	Brookwood Hills Conservation District	February	1768000	2018	2
16098	Browns Mill Park	February	177000	2018	2
16099	Buckhead	February	429000	2018	2
16100	Buckhead Forest	February	449000	2018	2
16101	Buckhead Heights	February	308000	2018	2
16102	Bush Mountain	February	118000	2018	2
16103	Cabbagetown	February	364000	2018	2
16104	Campbellton Road	February	null	2018	2
16105	Candler Park	February	405000	2018	2
16106	Capitol View	February	255000	2018	2
16107	Capitol View Manor	February	253000	2018	2
16108	Carey Park	February	60000	2018	2
16109	Carroll Heights	February	46000	2018	2
16110	Carver Hills	February	124000	2018	2
16111	Cascade Avenue	February	189000	2018	2
16112	Cascade Heights	February	174000	2018	2
16113	Castleberry Hill	February	240000	2018	2
16114	Castleberry Hill Landmark District	February	241000	2018	2
16115	Castlewood	February	695000	2018	2
16116	Centennial Hill	February	265000	2018	2
16117	Center Hill	February	58000	2018	2
16118	Channing Valley	February	459000	2018	2
16119	Chastain Park	February	1520000	2018	2
16120	Chosewood Park	February	99000	2018	2
16121	Collier Heights	February	98000	2018	2
16122	Collier Hills	February	550000	2018	2
16123	Collier Hills North	February	620000	2018	2
16124	Colonial	February	320000	2018	2
16125	Constitution	February	null	2018	2
16126	Cross Creek	February	173000	2018	2
16127	Custer-Mcdonough-Guice	February	147000	2018	2
16128	Deerwood	February	137000	2018	2
16129	Dixie Hills	February	50000	2018	2
16130	Downtown Atlanta	February	220000	2018	2
16131	East Atlanta	February	331000	2018	2
16132	East Atlanta Village	February	null	2018	2
16133	East Chastain Park	February	182000	2018	2
16134	Edgewood	February	375000	2018	2
16135	Elmco Estates	February	90000	2018	2
16136	English Avenue	February	43000	2018	2
16137	English Park	February	65000	2018	2
16138	Fairburn	February	64000	2018	2
16139	Fairburn Heights	February	76000	2018	2
16140	Fairburn Mays	February	93000	2018	2
16141	Fairburn Road-Wisteria Lane	February	null	2018	2
16142	Fairburn Tell	February	null	2018	2
16143	Fairlie-Poplar	February	138000	2018	2
16144	Fairway Acres	February	85000	2018	2
16145	Fernleaf	February	null	2018	2
16146	Five Points District	February	101000	2018	2
16147	Florida Heights	February	75000	2018	2
16148	Garden Hills	February	473000	2018	2
16149	Georgia State University	February	null	2018	2
16150	Glenrose Heights	February	58000	2018	2
16151	Glenwood Park	February	325000	2018	2
16152	Grant Park	February	450000	2018	2
16153	Green Forest Acres	February	259000	2018	2
16154	Greenbriar	February	115000	2018	2
16155	Grove Park	February	59000	2018	2
16156	Hammond Park	February	52000	2018	2
16157	Hanover West	February	null	2018	2
16158	Harland Terrace	February	null	2018	2
16159	Harris Chiles	February	null	2018	2
16160	Harris Manor	February	null	2018	2
16161	Heritage Valley	February	137000	2018	2
16162	High Point	February	235000	2018	2
16163	Hills Park	February	420000	2018	2
16164	Historic Brookhaven	February	740000	2018	2
16165	Home Park	February	300000	2018	2
16166	Hunter Hills	February	99000	2018	2
16167	Inman Park	February	508000	2018	2
16168	Intown South	February	156000	2018	2
16169	Joyland	February	39000	2018	2
16170	Kings Forest	February	135000	2018	2
16171	Kingswood	February	2918000	2018	2
16172	Knight Park-Howell Station	February	380000	2018	2
16173	Lakewood	February	62000	2018	2
16174	Lakewood Heights	February	105000	2018	2
16175	Laurens Valley	February	150000	2018	2
16176	Leila Valley	February	101000	2018	2
16177	Lenox	February	308000	2018	2
16178	Lincoln	February	95000	2018	2
16179	Lindbergh-Morosgo	February	418000	2018	2
16180	Little Five Points	February	115000	2018	2
16181	Loring Heights	February	623000	2018	2
16182	Luckie Marietta	February	295000	2018	2
16183	Magnum Manor	February	null	2018	2
16184	Margaret Mitchell	February	627000	2018	2
16185	Marietta Street Artery	February	null	2018	2
