SalesKey	Region	Month	Median price	Year	MonthNo
5165	Home Park	December	283000	2013	12
5166	Hunter Hills	December	21000	2013	12
5167	Inman Park	December	358000	2013	12
5168	Intown South	December	46000	2013	12
5169	Joyland	December	17000	2013	12
5170	Kings Forest	December	20000	2013	12
5171	Kingswood	December	1215000	2013	12
5172	Knight Park-Howell Station	December	251000	2013	12
5173	Lakewood	December	31000	2013	12
5174	Lakewood Heights	December	140000	2013	12
5175	Laurens Valley	December	null	2013	12
5176	Leila Valley	December	25000	2013	12
5177	Lenox	December	225000	2013	12
5178	Lincoln	December	20000	2013	12
5179	Lindbergh-Morosgo	December	130000	2013	12
5180	Little Five Points	December	null	2013	12
5181	Loring Heights	December	403000	2013	12
5182	Luckie Marietta	December	null	2013	12
5183	Magnum Manor	December	82000	2013	12
5184	Margaret Mitchell	December	595000	2013	12
5185	Marietta Street Artery	December	null	2013	12
5186	Martin Luther King Jr. Landmark District	December	160000	2013	12
5187	Martin Manor	December	266000	2013	12
5188	Mays	December	89000	2013	12
5189	Mechanicsville	December	71000	2013	12
5190	Memorial Park	December	865000	2013	12
5191	Midtown	December	235000	2013	12
5192	Midwest Cascade	December	230000	2013	12
5193	Monroe Heights	December	205000	2013	12
5194	Morningside-Lenox Park	December	508000	2013	12
5195	Mount Paran	December	1315000	2013	12
5196	Mount Paran Parkway	December	null	2013	12
5197	Mozley Park	December	35000	2013	12
5198	Niskey Lake	December	null	2013	12
5199	North Buckhead	December	330000	2013	12
5200	Northeast Atlanta	December	260000	2013	12
5201	Northwest Atlanta	December	89000	2013	12
5202	Norwood Manor	December	25000	2013	12
5203	Oakland	December	181000	2013	12
5204	Oakland City	December	29000	2013	12
5205	Old Fourth Ward	December	149000	2013	12
5206	Old Gordon	December	26000	2013	12
5207	Orchard Knob	December	27000	2013	12
5208	Ormewood Park	December	218000	2013	12
5209	Paces	December	247000	2013	12
5210	Peachtree Battle	December	180000	2013	12
5211	Peachtree Center	December	null	2013	12
5212	Peachtree Heights East	December	637000	2013	12
5213	Peachtree Heights West	December	257000	2013	12
5214	Peachtree Hills	December	395000	2013	12
5215	Peachtree Park	December	675000	2013	12
5216	Penelope	December	24000	2013	12
5217	Peoplestown	December	91000	2013	12
5218	Perkerson	December	28000	2013	12
5219	Peyton Forest	December	109000	2013	12
5220	Piedmont Heights	December	430000	2013	12
5221	Pine Hills	December	254000	2013	12
5222	Pittsburgh	December	21000	2013	12
5223	Pleasant Hill	December	525000	2013	12
5224	Polar Rock	December	28000	2013	12
5225	Pomona Park	December	37000	2013	12
5226	Poncey-Highland	December	128000	2013	12
5227	Princeton Lakes	December	118000	2013	12
5228	Randall Mill	December	669000	2013	12
5229	Rebel Valley Forest	December	14000	2013	12
5230	Reynoldstown	December	237000	2013	12
5231	Ridgecrest Forest	December	29000	2013	12
5232	Ridgedale Park	December	525000	2013	12
5233	Ridgewood Heights	December	392000	2013	12
5234	Riverside	December	184000	2013	12
5235	Rockdale	December	221000	2013	12
5236	Rosedale Heights	December	null	2013	12
5237	Sandtown	December	134000	2013	12
5238	Scotts Crossing	December	null	2013	12
5239	Sherwood Forest	December	848000	2013	12
5240	SoNo	December	108000	2013	12
5241	South Atlanta	December	46000	2013	12
5242	South Downtown	December	null	2013	12
5243	South River Gardens	December	44000	2013	12
5244	South Tuxedo Park	December	249000	2013	12
5245	Southside	December	35000	2013	12
5246	Southwest Atlanta	December	54000	2013	12
5247	Springlake	December	737000	2013	12
5248	Summerhill	December	168000	2013	12
5249	Swallow Circle-Baywood	December	15000	2013	12
5250	Sweet Auburn	December	null	2013	12
5251	Sylvan Hills	December	27000	2013	12
5252	Thomasville Heights	December	29000	2013	12
5253	Tuxedo Park	December	1030000	2013	12
5254	Underwood Hills	December	174000	2013	12
5255	Venetian Hills	December	21000	2013	12
5256	Vine City	December	57000	2013	12
5257	Virginia Highland	December	395000	2013	12
5258	Washington Park	December	91000	2013	12
5259	Wesley Battle	December	1100000	2013	12
5260	West End	December	76000	2013	12
5261	West Highlands	December	null	2013	12
5262	West Lake	December	24000	2013	12
5263	West Manor	December	148000	2013	12
5264	West Paces Ferry	December	675000	2013	12
5265	Westhaven	December	52000	2013	12
5266	Westminster-Milmar	December	284000	2013	12
5267	Westover Plantation	December	190000	2013	12
5268	Westside	December	55000	2013	12
5269	Westview	December	40000	2013	12
5270	Westview Cemetery	December	null	2013	12
5271	Westwood Terrace	December	115000	2013	12
5272	Whitewater Creek	December	null	2013	12
5273	Whittier Mill Village	December	265000	2013	12
5274	Wildwood	December	335000	2013	12
5275	Wilson Mill Meadows	December	42000	2013	12
5276	Wisteria Gardens	December	47000	2013	12
5277	Woodfield	December	null	2013	12
5278	Woodland Hills	December	243000	2013	12
5279	Wyngate	December	null	2013	12
5280	Adair Park	January	36000	2014	1
5281	Adams Park	January	46000	2014	1
5282	Adamsville	January	35000	2014	1
5283	Almond Park	January	null	2014	1
5284	Ansley Park	January	791000	2014	1
5285	Arden-Habersham	January	987000	2014	1
5286	Ardmore	January	445000	2014	1
5287	Argonne Forest	January	null	2014	1
5288	Arlington Estates	January	67000	2014	1
5289	Ashview Heights	January	19000	2014	1
5290	Atkins Park	January	423000	2014	1
5291	Atlanta University Center	January	79000	2014	1
5292	Atlantic Station	January	155000	2014	1
5293	Audobon Forest	January	100000	2014	1
5294	Audobon Forest West	January	405000	2014	1
5295	Baker Hills	January	47000	2014	1
5296	Bakers Ferry	January	null	2014	1
5297	Bankhead	January	11000	2014	1
5298	Bankhead-Bolton	January	null	2014	1
5299	Beecher Hills	January	49000	2014	1
5300	Ben Hill	January	110000	2014	1
5301	Ben Hill Forest	January	null	2014	1
5302	Ben Hill Terrace	January	null	2014	1
5303	Benteen Park	January	208000	2014	1
5304	Berkeley Park	January	258000	2014	1
5305	Betmar Lavilla	January	57000	2014	1
5306	Blair Villa-Poole Creek	January	null	2014	1
5307	Blandtown	January	235000	2014	1
5308	Bolton	January	152000	2014	1
5309	Bolton Hills	January	null	2014	1
5310	Boulder Park	January	null	2014	1
5311	Boulevard Heights	January	138000	2014	1
5312	Brandon	January	1120000	2014	1
5313	Brentwood	January	null	2014	1
5314	Brookview Heights	January	null	2014	1
5315	Brookwood	January	211000	2014	1
5316	Brookwood Hills	January	913000	2014	1
5317	Brookwood Hills Conservation District	January	1150000	2014	1
5318	Browns Mill Park	January	35000	2014	1
5319	Buckhead	January	340000	2014	1
5320	Buckhead Forest	January	223000	2014	1
5321	Buckhead Heights	January	187000	2014	1
5322	Bush Mountain	January	46000	2014	1
5323	Cabbagetown	January	203000	2014	1
5324	Campbellton Road	January	null	2014	1
5325	Candler Park	January	310000	2014	1
5326	Capitol View	January	40000	2014	1
5327	Capitol View Manor	January	46000	2014	1
5328	Carey Park	January	33000	2014	1
5329	Carroll Heights	January	20000	2014	1
5330	Carver Hills	January	12000	2014	1
5331	Cascade Avenue	January	26000	2014	1
5332	Cascade Heights	January	264000	2014	1
5333	Castleberry Hill	January	115000	2014	1
5334	Castleberry Hill Landmark District	January	115000	2014	1
5335	Castlewood	January	null	2014	1
5336	Centennial Hill	January	155000	2014	1
5337	Center Hill	January	60000	2014	1
5338	Channing Valley	January	428000	2014	1
5339	Chastain Park	January	703000	2014	1
5340	Chosewood Park	January	45000	2014	1
5341	Collier Heights	January	27000	2014	1
5342	Collier Hills	January	544000	2014	1
5343	Collier Hills North	January	514000	2014	1
5344	Colonial	January	265000	2014	1
5345	Constitution	January	null	2014	1
5346	Cross Creek	January	75000	2014	1
5347	Custer-Mcdonough-Guice	January	175000	2014	1
5348	Deerwood	January	85000	2014	1
5349	Dixie Hills	January	14000	2014	1
5350	Downtown Atlanta	January	142000	2014	1
5351	East Atlanta	January	190000	2014	1
5352	East Atlanta Village	January	135000	2014	1
5353	East Chastain Park	January	230000	2014	1
5354	Edgewood	January	212000	2014	1
5355	Elmco Estates	January	null	2014	1
5356	English Avenue	January	17000	2014	1
5357	English Park	January	null	2014	1
5358	Fairburn	January	8000	2014	1
5359	Fairburn Heights	January	15000	2014	1
5360	Fairburn Mays	January	52000	2014	1
5361	Fairburn Road-Wisteria Lane	January	98000	2014	1
5362	Fairburn Tell	January	null	2014	1
5363	Fairlie-Poplar	January	118000	2014	1
5364	Fairway Acres	January	null	2014	1
5365	Fernleaf	January	null	2014	1
5366	Five Points District	January	null	2014	1
5367	Florida Heights	January	25000	2014	1
5368	Garden Hills	January	444000	2014	1
5369	Georgia State University	January	null	2014	1
5370	Glenrose Heights	January	36000	2014	1
5371	Glenwood Park	January	300000	2014	1
5372	Grant Park	January	250000	2014	1
5373	Green Forest Acres	January	96000	2014	1
5374	Greenbriar	January	64000	2014	1
5375	Grove Park	January	16000	2014	1
5376	Hammond Park	January	13000	2014	1
5377	Hanover West	January	null	2014	1
5378	Harland Terrace	January	55000	2014	1
5379	Harris Chiles	January	null	2014	1
5380	Harris Manor	January	null	2014	1
5381	Heritage Valley	January	60000	2014	1
5382	High Point	January	119000	2014	1
5383	Hills Park	January	326000	2014	1
5384	Historic Brookhaven	January	546000	2014	1
5385	Home Park	January	228000	2014	1
5386	Hunter Hills	January	33000	2014	1
5387	Inman Park	January	316000	2014	1
5388	Intown South	January	42000	2014	1
5389	Joyland	January	null	2014	1
5390	Kings Forest	January	85000	2014	1
5391	Kingswood	January	1215000	2014	1
5392	Knight Park-Howell Station	January	266000	2014	1
5393	Lakewood	January	29000	2014	1
5394	Lakewood Heights	January	170000	2014	1
5395	Laurens Valley	January	null	2014	1
5396	Leila Valley	January	25000	2014	1
5397	Lenox	January	187000	2014	1
5398	Lincoln	January	17000	2014	1
5399	Lindbergh-Morosgo	January	178000	2014	1
5400	Little Five Points	January	null	2014	1
5401	Loring Heights	January	247000	2014	1
5402	Luckie Marietta	January	null	2014	1
5403	Magnum Manor	January	76000	2014	1
5404	Margaret Mitchell	January	550000	2014	1
5405	Marietta Street Artery	January	null	2014	1
5406	Martin Luther King Jr. Landmark District	January	224000	2014	1
5407	Martin Manor	January	280000	2014	1
5408	Mays	January	93000	2014	1
5409	Mechanicsville	January	77000	2014	1
5410	Memorial Park	January	1103000	2014	1
5411	Midtown	January	235000	2014	1
5412	Midwest Cascade	January	220000	2014	1
5413	Monroe Heights	January	205000	2014	1
5414	Morningside-Lenox Park	January	465000	2014	1
5415	Mount Paran	January	1300000	2014	1
5416	Mount Paran Parkway	January	2400000	2014	1
5417	Mozley Park	January	35000	2014	1
5418	Niskey Lake	January	415000	2014	1
5419	North Buckhead	January	325000	2014	1
5420	Northeast Atlanta	January	275000	2014	1
5421	Northwest Atlanta	January	134000	2014	1
5422	Norwood Manor	January	18000	2014	1
5423	Oakland	January	181000	2014	1
5424	Oakland City	January	25000	2014	1
5425	Old Fourth Ward	January	185000	2014	1
5426	Old Gordon	January	null	2014	1
5427	Orchard Knob	January	24000	2014	1
5428	Ormewood Park	January	259000	2014	1
5429	Paces	January	323000	2014	1
5430	Peachtree Battle	January	180000	2014	1
5431	Peachtree Center	January	null	2014	1
5432	Peachtree Heights East	January	494000	2014	1
5433	Peachtree Heights West	January	263000	2014	1
5434	Peachtree Hills	January	319000	2014	1
5435	Peachtree Park	January	680000	2014	1
5436	Penelope	January	20000	2014	1
5437	Peoplestown	January	91000	2014	1
5438	Perkerson	January	33000	2014	1
5439	Peyton Forest	January	115000	2014	1
5440	Piedmont Heights	January	425000	2014	1
5441	Pine Hills	January	231000	2014	1
5442	Pittsburgh	January	35000	2014	1
5443	Pleasant Hill	January	510000	2014	1
5444	Polar Rock	January	39000	2014	1
5445	Pomona Park	January	37000	2014	1
5446	Poncey-Highland	January	136000	2014	1
5447	Princeton Lakes	January	124000	2014	1
5448	Randall Mill	January	624000	2014	1
5449	Rebel Valley Forest	January	12000	2014	1
5450	Reynoldstown	January	230000	2014	1
5451	Ridgecrest Forest	January	29000	2014	1
5452	Ridgedale Park	January	490000	2014	1
5453	Ridgewood Heights	January	392000	2014	1
5454	Riverside	January	202000	2014	1
5455	Rockdale	January	221000	2014	1
5456	Rosedale Heights	January	null	2014	1
5457	Sandtown	January	134000	2014	1
5458	Scotts Crossing	January	34000	2014	1
5459	Sherwood Forest	January	1406000	2014	1
5460	SoNo	January	91000	2014	1
5461	South Atlanta	January	44000	2014	1
5462	South Downtown	January	null	2014	1
5463	South River Gardens	January	35000	2014	1
5464	South Tuxedo Park	January	243000	2014	1
5465	Southside	January	43000	2014	1
5466	Southwest Atlanta	January	62000	2014	1
5467	Springlake	January	669000	2014	1
5468	Summerhill	January	125000	2014	1
5469	Swallow Circle-Baywood	January	15000	2014	1
5470	Sweet Auburn	January	null	2014	1
5471	Sylvan Hills	January	31000	2014	1
5472	Thomasville Heights	January	22000	2014	1
5473	Tuxedo Park	January	1030000	2014	1
5474	Underwood Hills	January	174000	2014	1
5475	Venetian Hills	January	21000	2014	1
5476	Vine City	January	62000	2014	1
5477	Virginia Highland	January	395000	2014	1
5478	Washington Park	January	62000	2014	1
5479	Wesley Battle	January	1100000	2014	1
5480	West End	January	82000	2014	1
5481	West Highlands	January	null	2014	1
5482	West Lake	January	25000	2014	1
5483	West Manor	January	147000	2014	1
5484	West Paces Ferry	January	675000	2014	1
5485	Westhaven	January	47000	2014	1
5486	Westminster-Milmar	January	285000	2014	1
5487	Westover Plantation	January	190000	2014	1
5488	Westside	January	57000	2014	1
5489	Westview	January	40000	2014	1
5490	Westview Cemetery	January	null	2014	1
5491	Westwood Terrace	January	89000	2014	1
5492	Whitewater Creek	January	614000	2014	1
5493	Whittier Mill Village	January	275000	2014	1
5494	Wildwood	January	330000	2014	1
5495	Wilson Mill Meadows	January	46000	2014	1
5496	Wisteria Gardens	January	47000	2014	1
5497	Woodfield	January	null	2014	1
5498	Woodland Hills	January	189000	2014	1
5499	Wyngate	January	null	2014	1
5500	Adair Park	February	27000	2014	2
5501	Adams Park	February	46000	2014	2
5502	Adamsville	February	35000	2014	2
5503	Almond Park	February	null	2014	2
5504	Ansley Park	February	618000	2014	2
5505	Arden-Habersham	February	null	2014	2
5506	Ardmore	February	296000	2014	2
5507	Argonne Forest	February	null	2014	2
5508	Arlington Estates	February	63000	2014	2
5509	Ashview Heights	February	26000	2014	2
5510	Atkins Park	February	423000	2014	2
5511	Atlanta University Center	February	30000	2014	2
5512	Atlantic Station	February	155000	2014	2
5513	Audobon Forest	February	115000	2014	2
5514	Audobon Forest West	February	385000	2014	2
5515	Baker Hills	February	42000	2014	2
5516	Bakers Ferry	February	null	2014	2
5517	Bankhead	February	9000	2014	2
5518	Bankhead-Bolton	February	null	2014	2
5519	Beecher Hills	February	38000	2014	2
5520	Ben Hill	February	99000	2014	2
5521	Ben Hill Forest	February	null	2014	2
5522	Ben Hill Terrace	February	38000	2014	2
5523	Benteen Park	February	138000	2014	2
5524	Berkeley Park	February	252000	2014	2
5525	Betmar Lavilla	February	50000	2014	2
5526	Blair Villa-Poole Creek	February	null	2014	2
5527	Blandtown	February	224000	2014	2
5528	Bolton	February	160000	2014	2
5529	Bolton Hills	February	null	2014	2
5530	Boulder Park	February	null	2014	2
5531	Boulevard Heights	February	65000	2014	2
5532	Brandon	February	1467000	2014	2
5533	Brentwood	February	null	2014	2
5534	Brookview Heights	February	null	2014	2
5535	Brookwood	February	211000	2014	2
5536	Brookwood Hills	February	1150000	2014	2
5537	Brookwood Hills Conservation District	February	1428000	2014	2
5538	Browns Mill Park	February	55000	2014	2
5539	Buckhead	February	340000	2014	2
5540	Buckhead Forest	February	225000	2014	2
5541	Buckhead Heights	February	186000	2014	2
5542	Bush Mountain	February	46000	2014	2
5543	Cabbagetown	February	189000	2014	2
5544	Campbellton Road	February	88000	2014	2
5545	Candler Park	February	415000	2014	2
5546	Capitol View	February	40000	2014	2
5547	Capitol View Manor	February	45000	2014	2
5548	Carey Park	February	24000	2014	2
5549	Carroll Heights	February	20000	2014	2
5550	Carver Hills	February	12000	2014	2
5551	Cascade Avenue	February	29000	2014	2
5552	Cascade Heights	February	264000	2014	2
5553	Castleberry Hill	February	118000	2014	2
5554	Castleberry Hill Landmark District	February	119000	2014	2
5555	Castlewood	February	545000	2014	2
5556	Centennial Hill	February	157000	2014	2
5557	Center Hill	February	28000	2014	2
5558	Channing Valley	February	625000	2014	2
5559	Chastain Park	February	740000	2014	2
5560	Chosewood Park	February	45000	2014	2
5561	Collier Heights	February	30000	2014	2
5562	Collier Hills	February	440000	2014	2
5563	Collier Hills North	February	434000	2014	2
5564	Colonial	February	265000	2014	2
5565	Constitution	February	null	2014	2
5566	Cross Creek	February	69000	2014	2
5567	Custer-Mcdonough-Guice	February	175000	2014	2
5568	Deerwood	February	85000	2014	2
5569	Dixie Hills	February	14000	2014	2
5570	Downtown Atlanta	February	134000	2014	2
5571	East Atlanta	February	190000	2014	2
5572	East Atlanta Village	February	135000	2014	2
5573	East Chastain Park	February	219000	2014	2
5574	Edgewood	February	217000	2014	2
5575	Elmco Estates	February	null	2014	2
5576	English Avenue	February	17000	2014	2
5577	English Park	February	null	2014	2
5578	Fairburn	February	8000	2014	2
5579	Fairburn Heights	February	14000	2014	2
5580	Fairburn Mays	February	39000	2014	2
5581	Fairburn Road-Wisteria Lane	February	null	2014	2
5582	Fairburn Tell	February	null	2014	2
5583	Fairlie-Poplar	February	126000	2014	2
5584	Fairway Acres	February	null	2014	2
5585	Fernleaf	February	null	2014	2
5586	Five Points District	February	null	2014	2
5587	Florida Heights	February	25000	2014	2
5588	Garden Hills	February	510000	2014	2
5589	Georgia State University	February	null	2014	2
5590	Glenrose Heights	February	120000	2014	2
5591	Glenwood Park	February	416000	2014	2
5592	Grant Park	February	298000	2014	2
5593	Green Forest Acres	February	139000	2014	2
5594	Greenbriar	February	64000	2014	2
5595	Grove Park	February	17000	2014	2
5596	Hammond Park	February	115000	2014	2
5597	Hanover West	February	null	2014	2
5598	Harland Terrace	February	42000	2014	2
5599	Harris Chiles	February	null	2014	2
5600	Harris Manor	February	null	2014	2
5601	Heritage Valley	February	91000	2014	2
5602	High Point	February	119000	2014	2
5603	Hills Park	February	319000	2014	2
5604	Historic Brookhaven	February	536000	2014	2
5605	Home Park	February	214000	2014	2
5606	Hunter Hills	February	26000	2014	2
5607	Inman Park	February	323000	2014	2
5608	Intown South	February	46000	2014	2
5609	Joyland	February	null	2014	2
5610	Kings Forest	February	77000	2014	2
5611	Kingswood	February	1215000	2014	2
5612	Knight Park-Howell Station	February	266000	2014	2
5613	Lakewood	February	26000	2014	2
5614	Lakewood Heights	February	192000	2014	2
5615	Laurens Valley	February	null	2014	2
5616	Leila Valley	February	33000	2014	2
5617	Lenox	February	186000	2014	2
5618	Lincoln	February	17000	2014	2
5619	Lindbergh-Morosgo	February	130000	2014	2
5620	Little Five Points	February	null	2014	2
5621	Loring Heights	February	311000	2014	2
5622	Luckie Marietta	February	null	2014	2
5623	Magnum Manor	February	80000	2014	2
5624	Margaret Mitchell	February	595000	2014	2
5625	Marietta Street Artery	February	null	2014	2
5626	Martin Luther King Jr. Landmark District	February	160000	2014	2
5627	Martin Manor	February	285000	2014	2
5628	Mays	February	93000	2014	2
5629	Mechanicsville	February	77000	2014	2
5630	Memorial Park	February	1050000	2014	2
5631	Midtown	February	244000	2014	2
5632	Midwest Cascade	February	180000	2014	2
5633	Monroe Heights	February	205000	2014	2
5634	Morningside-Lenox Park	February	519000	2014	2
5635	Mount Paran	February	1315000	2014	2
5636	Mount Paran Parkway	February	2400000	2014	2
5637	Mozley Park	February	33000	2014	2
5638	Niskey Lake	February	243000	2014	2
5639	North Buckhead	February	318000	2014	2
5640	Northeast Atlanta	February	281000	2014	2
5641	Northwest Atlanta	February	151000	2014	2
5642	Norwood Manor	February	null	2014	2
5643	Oakland	February	181000	2014	2
5644	Oakland City	February	40000	2014	2
5645	Old Fourth Ward	February	150000	2014	2
5646	Old Gordon	February	null	2014	2
5647	Orchard Knob	February	24000	2014	2
5648	Ormewood Park	February	207000	2014	2
5649	Paces	February	726000	2014	2
5650	Peachtree Battle	February	403000	2014	2
5651	Peachtree Center	February	null	2014	2
5652	Peachtree Heights East	February	520000	2014	2
5653	Peachtree Heights West	February	310000	2014	2
5654	Peachtree Hills	February	148000	2014	2
5655	Peachtree Park	February	680000	2014	2
5656	Penelope	February	20000	2014	2
5657	Peoplestown	February	65000	2014	2
5658	Perkerson	February	21000	2014	2
5659	Peyton Forest	February	115000	2014	2
5660	Piedmont Heights	February	435000	2014	2
5661	Pine Hills	February	205000	2014	2
5662	Pittsburgh	February	35000	2014	2
5663	Pleasant Hill	February	525000	2014	2
5664	Polar Rock	February	17000	2014	2
5665	Pomona Park	February	null	2014	2
5666	Poncey-Highland	February	197000	2014	2
5667	Princeton Lakes	February	176000	2014	2
5668	Randall Mill	February	590000	2014	2
5669	Rebel Valley Forest	February	12000	2014	2
5670	Reynoldstown	February	216000	2014	2
5671	Ridgecrest Forest	February	24000	2014	2
5672	Ridgedale Park	February	428000	2014	2
5673	Ridgewood Heights	February	397000	2014	2
5674	Riverside	February	184000	2014	2
5675	Rockdale	February	216000	2014	2
5676	Rosedale Heights	February	null	2014	2
5677	Sandtown	February	245000	2014	2
5678	Scotts Crossing	February	34000	2014	2
5679	Sherwood Forest	February	1818000	2014	2
5680	SoNo	February	99000	2014	2
5681	South Atlanta	February	30000	2014	2
5682	South Downtown	February	110000	2014	2
5683	South River Gardens	February	23000	2014	2
5684	South Tuxedo Park	February	768000	2014	2
5685	Southside	February	39000	2014	2
5686	Southwest Atlanta	February	59000	2014	2
5687	Springlake	February	560000	2014	2
5688	Summerhill	February	109000	2014	2
5689	Swallow Circle-Baywood	February	15000	2014	2
5690	Sweet Auburn	February	null	2014	2
5691	Sylvan Hills	February	43000	2014	2
5692	Thomasville Heights	February	14000	2014	2
5693	Tuxedo Park	February	1030000	2014	2
5694	Underwood Hills	February	195000	2014	2
5695	Venetian Hills	February	24000	2014	2
5696	Vine City	February	62000	2014	2
5697	Virginia Highland	February	395000	2014	2
5698	Washington Park	February	62000	2014	2
5699	Wesley Battle	February	728000	2014	2
5700	West End	February	82000	2014	2
5701	West Highlands	February	null	2014	2
5702	West Lake	February	32000	2014	2
5703	West Manor	February	123000	2014	2
5704	West Paces Ferry	February	745000	2014	2
5705	Westhaven	February	47000	2014	2
5706	Westminster-Milmar	February	287000	2014	2
5707	Westover Plantation	February	174000	2014	2
5708	Westside	February	60000	2014	2
5709	Westview	February	40000	2014	2
5710	Westview Cemetery	February	null	2014	2
5711	Westwood Terrace	February	62000	2014	2
5712	Whitewater Creek	February	614000	2014	2
5713	Whittier Mill Village	February	257000	2014	2
5714	Wildwood	February	463000	2014	2
5715	Wilson Mill Meadows	February	45000	2014	2
5716	Wisteria Gardens	February	44000	2014	2
5717	Woodfield	February	null	2014	2
5718	Woodland Hills	February	128000	2014	2
5719	Wyngate	February	null	2014	2
5720	Adair Park	March	39000	2014	3
5721	Adams Park	March	46000	2014	3
5722	Adamsville	March	29000	2014	3
5723	Almond Park	March	21000	2014	3
5724	Ansley Park	March	595000	2014	3
5725	Arden-Habersham	March	null	2014	3
5726	Ardmore	March	431000	2014	3
5727	Argonne Forest	March	660000	2014	3
5728	Arlington Estates	March	30000	2014	3
5729	Ashview Heights	March	27000	2014	3
5730	Atkins Park	March	null	2014	3
5731	Atlanta University Center	March	30000	2014	3
5732	Atlantic Station	March	143000	2014	3
5733	Audobon Forest	March	168000	2014	3
5734	Audobon Forest West	March	385000	2014	3
5735	Baker Hills	March	43000	2014	3
5736	Bakers Ferry	March	null	2014	3
5737	Bankhead	March	11000	2014	3
5738	Bankhead-Bolton	March	null	2014	3
5739	Beecher Hills	March	null	2014	3
5740	Ben Hill	March	88000	2014	3
5741	Ben Hill Forest	March	null	2014	3
5742	Ben Hill Terrace	March	38000	2014	3
5743	Benteen Park	March	138000	2014	3
5744	Berkeley Park	March	269000	2014	3
5745	Betmar Lavilla	March	29000	2014	3
5746	Blair Villa-Poole Creek	March	null	2014	3
5747	Blandtown	March	246000	2014	3
5748	Bolton	March	160000	2014	3
5749	Bolton Hills	March	null	2014	3
5750	Boulder Park	March	null	2014	3
5751	Boulevard Heights	March	107000	2014	3
5752	Brandon	March	900000	2014	3
5753	Brentwood	March	null	2014	3
5754	Brookview Heights	March	null	2014	3
5755	Brookwood	March	211000	2014	3
5756	Brookwood Hills	March	1455000	2014	3
5757	Brookwood Hills Conservation District	March	1705000	2014	3
5758	Browns Mill Park	March	57000	2014	3
5759	Buckhead	March	355000	2014	3
5760	Buckhead Forest	March	370000	2014	3
5761	Buckhead Heights	March	157000	2014	3
5762	Bush Mountain	March	45000	2014	3
5763	Cabbagetown	March	189000	2014	3
5764	Campbellton Road	March	88000	2014	3
5765	Candler Park	March	370000	2014	3
5766	Capitol View	March	62000	2014	3
5767	Capitol View Manor	March	63000	2014	3
5768	Carey Park	March	22000	2014	3
5769	Carroll Heights	March	25000	2014	3
5770	Carver Hills	March	null	2014	3
5771	Cascade Avenue	March	45000	2014	3
5772	Cascade Heights	March	null	2014	3
5773	Castleberry Hill	March	119000	2014	3
5774	Castleberry Hill Landmark District	March	120000	2014	3
5775	Castlewood	March	825000	2014	3
5776	Centennial Hill	March	162000	2014	3
5777	Center Hill	March	22000	2014	3
5778	Channing Valley	March	671000	2014	3
5779	Chastain Park	March	750000	2014	3
5780	Chosewood Park	March	45000	2014	3
5781	Collier Heights	March	33000	2014	3
5782	Collier Hills	March	420000	2014	3
5783	Collier Hills North	March	504000	2014	3
5784	Colonial	March	265000	2014	3
5785	Constitution	March	null	2014	3
5786	Cross Creek	March	68000	2014	3
5787	Custer-Mcdonough-Guice	March	167000	2014	3
5788	Deerwood	March	50000	2014	3
5789	Dixie Hills	March	19000	2014	3
5790	Downtown Atlanta	March	140000	2014	3
5791	East Atlanta	March	224000	2014	3
5792	East Atlanta Village	March	null	2014	3
5793	East Chastain Park	March	225000	2014	3
5794	Edgewood	March	244000	2014	3
5795	Elmco Estates	March	null	2014	3
5796	English Avenue	March	17000	2014	3
5797	English Park	March	null	2014	3
5798	Fairburn	March	null	2014	3
5799	Fairburn Heights	March	25000	2014	3
5800	Fairburn Mays	March	52000	2014	3
5801	Fairburn Road-Wisteria Lane	March	null	2014	3
5802	Fairburn Tell	March	187000	2014	3
5803	Fairlie-Poplar	March	126000	2014	3
5804	Fairway Acres	March	28000	2014	3
5805	Fernleaf	March	539000	2014	3
5806	Five Points District	March	57000	2014	3
5807	Florida Heights	March	25000	2014	3
5808	Garden Hills	March	466000	2014	3
5809	Georgia State University	March	null	2014	3
5810	Glenrose Heights	March	71000	2014	3
5811	Glenwood Park	March	509000	2014	3
5812	Grant Park	March	298000	2014	3
5813	Green Forest Acres	March	null	2014	3
5814	Greenbriar	March	71000	2014	3
5815	Grove Park	March	17000	2014	3
5816	Hammond Park	March	70000	2014	3
5817	Hanover West	March	null	2014	3
5818	Harland Terrace	March	62000	2014	3
5819	Harris Chiles	March	null	2014	3
5820	Harris Manor	March	null	2014	3
5821	Heritage Valley	March	80000	2014	3
5822	High Point	March	null	2014	3
5823	Hills Park	March	320000	2014	3
5824	Historic Brookhaven	March	490000	2014	3
5825	Home Park	March	228000	2014	3
5826	Hunter Hills	March	25000	2014	3
5827	Inman Park	March	324000	2014	3
5828	Intown South	March	46000	2014	3
5829	Joyland	March	null	2014	3
5830	Kings Forest	March	101000	2014	3
5831	Kingswood	March	1000000	2014	3
5832	Knight Park-Howell Station	March	280000	2014	3
5833	Lakewood	March	26000	2014	3
5834	Lakewood Heights	March	119000	2014	3
5835	Laurens Valley	March	null	2014	3
5836	Leila Valley	March	40000	2014	3
5837	Lenox	March	157000	2014	3
5838	Lincoln	March	17000	2014	3
5839	Lindbergh-Morosgo	March	177000	2014	3
5840	Little Five Points	March	null	2014	3
5841	Loring Heights	March	377000	2014	3
